SeqId,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,RBTreeSortNComp,RBTreeSortTns,
seq_550_95,77760,444721,4312,156313,4431,712549,
seq_550_96,71341,445998,4315,173185,4278,792514,
seq_550_97,76844,449000,4318,169580,4283,809104,
seq_550_98,76620,526903,4318,174714,4514,794758,
seq_550_99,75197,519615,4310,181633,4429,1016645,
seq_600_0,92459,656443,4800,161849,4764,957367,
seq_600_1,90702,607039,4812,169745,4726,887902,
seq_600_2,91777,563952,4819,148188,4814,1045002,
seq_600_3,89630,743311,4770,149131,4861,1038934,
seq_600_4,86473,570529,4804,186471,5080,866912,
seq_600_5,89201,611798,4796,172347,4894,1100487,
seq_600_6,92059,575716,4816,150132,5479,862297,
seq_600_7,93612,779510,4788,286041,4798,1347126,
seq_600_8,90968,596110,4802,188696,4985,929630,
seq_600_9,89985,559271,4794,152674,4769,983753,
seq_600_10,89658,635821,4800,172204,4825,1000655,
seq_600_11,88579,564253,4803,188354,4748,927836,
seq_600_12,92215,597785,4787,214081,4837,1016198,
seq_600_13,90783,558862,4802,173791,4695,1028076,
seq_600_14,90344,535681,4806,155901,4920,1080137,
seq_600_15,90380,609200,4783,162432,4941,975938,
seq_600_16,85940,547076,4790,157303,4651,934363,
seq_600_17,93225,574471,4791,155571,5309,1023924,
seq_600_18,88237,545976,4795,169212,4689,925413,
seq_600_19,91698,741332,4795,183534,4684,840115,
seq_600_20,91474,583268,4805,201934,4715,872005,
seq_600_21,90570,611097,4816,210456,4662,992680,
seq_600_22,92682,706699,4794,189524,4683,955369,
seq_600_23,92556,567151,4805,159390,4689,864330,
seq_600_24,87434,504209,4797,140281,4847,826572,
seq_600_25,91710,523305,4776,184165,4856,814456,
seq_600_26,94260,544843,4799,169420,5038,813293,
seq_600_27,91791,571990,4807,176839,4719,797752,
seq_600_28,88695,582133,4791,150368,4732,936609,
seq_600_29,86189,496272,4781,167972,4771,838345,
seq_600_30,86065,528104,4799,196893,4661,904596,
seq_600_31,96064,585373,4767,169742,4650,1061707,
seq_600_32,92302,526354,4790,172013,4808,793070,
seq_600_33,94767,546224,4799,182688,5078,800775,
seq_600_34,87979,513352,4789,172356,4976,818348,
seq_600_35,94175,583513,4785,170913,4708,850097,
seq_600_36,90384,515087,4786,182202,4640,1122015,
seq_600_37,89032,508504,4806,174339,4756,991668,
seq_600_38,87766,499308,4795,176965,4661,829281,
seq_600_39,89664,493497,4780,188796,5065,825788,
seq_600_40,92792,556266,4800,177276,4999,839847,
seq_600_41,87712,662977,4787,207045,4828,903768,
seq_600_42,91914,488509,4787,181315,5216,1057835,
seq_600_43,89299,475764,4799,173118,4706,856567,
seq_600_44,89940,476739,4794,167955,4736,823782,
seq_600_45,88630,512234,4769,175191,4730,808815,
seq_600_46,87313,687582,4782,190611,5030,892592,
seq_600_47,88275,476706,4789,171297,4663,1054782,
seq_600_48,92793,483073,4792,170482,4721,799462,
seq_600_49,88185,543376,4792,145527,4681,805661,
seq_600_50,87213,500976,4801,192512,4963,814584,
seq_600_51,93921,521416,4779,200423,4947,901993,
seq_600_52,89805,465795,4809,177542,5006,1026009,
seq_600_53,89941,509895,4830,200898,4840,913911,
seq_600_54,89619,1036082,4811,308799,5082,2012307,
seq_600_55,89152,1030078,4805,316103,4920,1463773,
seq_600_56,88021,1051019,4787,238917,4724,1605822,
seq_600_57,86445,1076703,4811,257669,4687,1382429,
seq_600_58,96057,1155183,4800,356669,4614,1913193,
seq_600_59,92817,1201041,4802,269588,4705,1642631,
seq_600_60,92598,1289546,4791,277585,5218,1786524,
seq_600_61,89758,587210,4779,209177,4796,966596,
seq_600_62,93219,688855,4773,199330,4706,1007096,
seq_600_63,90555,589866,4777,158949,4669,961332,
seq_600_64,85843,660024,4822,162786,5476,1022169,
seq_600_65,91842,579492,4798,174301,4749,1115801,
seq_600_66,93040,729605,4796,255972,4764,997336,
seq_600_67,88903,579307,4796,163791,4930,966611,
seq_600_68,90159,534737,4788,198534,4617,1022249,
seq_600_69,92856,673882,4790,228654,4703,1265594,
seq_600_70,89326,584264,4789,161420,4761,882748,
seq_600_71,88915,535049,4783,193212,5460,989154,
seq_600_72,88766,765580,4808,214687,4690,1287098,
seq_600_73,93289,767563,4784,151851,4831,958742,
seq_600_74,91257,549116,4798,249698,4694,971193,
seq_600_75,85574,802110,4815,193161,4950,1151560,
seq_600_76,88834,777964,4816,246185,4811,934826,
seq_600_77,89494,548050,4791,158794,5305,1158762,
seq_600_78,87772,542043,4808,145024,11440,901472,
seq_600_79,91730,519981,4785,169806,4863,813843,
seq_600_80,92892,523242,4793,204764,4975,824641,
seq_600_81,91270,521702,4792,172524,4709,785086,
seq_600_82,90116,514924,4797,266985,4698,902177,
seq_600_83,91914,523591,4798,188838,4734,1110912,
seq_600_84,90824,502761,4797,179575,5158,941202,
seq_600_85,92248,543254,4785,180184,4777,803522,
seq_600_86,91830,584124,4787,175172,4946,834162,
seq_600_87,89635,525075,4777,179868,5196,855235,
seq_600_88,95897,693336,4812,196721,5263,1048202,
seq_600_89,90482,559170,4819,145379,4625,849771,
seq_600_90,89411,543338,4797,153490,4763,864382,
seq_600_91,86449,547972,4778,151439,4617,881703,
seq_600_92,89854,565323,4755,149686,4860,926582,
seq_600_93,89529,576506,4787,170628,4952,1080862,
seq_600_94,88569,563295,4791,176224,4917,932932,
seq_600_95,92489,550375,4786,185887,4894,1048885,
seq_600_96,89102,556074,4785,177453,5694,926578,
seq_600_97,90010,677053,4792,231804,5211,1132845,
seq_600_98,90567,605871,4786,169044,4985,846774,
seq_600_99,94760,607594,4776,165452,4893,879635,
seq_650_0,106815,667201,5276,187770,5172,944936,
seq_650_1,106409,663421,5266,160149,5476,1032966,
seq_650_2,104714,672274,5263,187843,5209,971455,
seq_650_3,103138,592008,5273,184870,5232,1351739,
seq_650_4,105923,629553,5271,156941,5329,984126,
seq_650_5,105054,626667,5277,168519,5252,1069501,
seq_650_6,104654,715111,5273,181493,5341,1341608,
seq_650_7,103457,703113,5284,173130,5212,1138207,
seq_650_8,109643,670492,5282,187635,5162,1016889,
seq_650_9,110162,763829,5269,187566,5448,1107027,
seq_650_10,103750,609769,5259,181003,5140,1055369,
seq_650_11,108330,603266,5273,198206,5207,997960,
seq_650_12,100472,721914,5269,257628,5279,1135889,
seq_650_13,109424,721559,5265,185929,5693,973932,
seq_650_14,103473,745242,5262,191438,5143,1122265,
seq_650_15,109192,1015902,5275,259508,5107,1498513,
seq_650_16,105856,684937,5284,190378,5196,1125189,
seq_650_17,109181,718750,5305,246876,5889,1297710,
seq_650_18,111730,1004547,5226,196105,5472,1070728,
seq_650_19,99656,601661,5261,196055,5093,1087944,
seq_650_20,106122,873126,5245,293086,5129,1669461,
seq_650_21,106361,786676,5289,223790,5874,983686,
seq_650_22,107284,735324,5251,256076,5135,1187078,
seq_650_23,108711,692153,5270,204804,5196,1152594,
seq_650_24,103151,636327,5267,273920,5308,986997,
seq_650_25,105853,718031,5247,208089,5167,1066654,
seq_650_26,104829,679513,5271,188591,5176,1151347,
seq_650_27,109204,705515,5265,191040,5313,1241003,
seq_650_28,103290,642803,5277,197093,5120,1051818,
seq_650_29,108668,736671,5303,223250,5178,1122818,
seq_650_30,104726,661510,5263,193797,5216,1052480,
seq_650_31,103967,700228,5281,177974,5813,1121937,
seq_650_32,112716,696107,5300,203246,5238,973846,
seq_650_33,105821,638992,5265,164228,5472,1122346,
seq_650_34,113231,733805,5257,161120,5226,1001880,
seq_650_35,102914,622988,5245,164825,5846,937205,
seq_650_36,105034,618463,5243,157708,5341,1029537,
seq_650_37,102132,584289,5273,155028,5260,1014502,
seq_650_38,102910,625757,5254,169434,5221,1016848,
seq_650_39,104147,704382,5286,189637,5442,1079598,
seq_650_40,105858,674880,5266,178882,5203,1018694,
seq_650_41,106450,640627,5263,164389,5139,1038232,
seq_650_42,106787,691390,5226,258011,5476,1038101,
seq_650_43,102776,609788,5270,248120,5291,1110358,
seq_650_44,103017,674629,5296,168692,5433,970906,
seq_650_45,102077,591295,5273,155356,5223,958580,
seq_650_46,106794,577932,5256,143160,5211,1001546,
seq_650_47,105163,625300,5259,147539,5066,887864,
seq_650_48,110221,591201,5284,142217,5252,935143,
seq_650_49,105401,567253,5275,141421,5385,908885,
seq_650_50,103636,605678,5260,171551,5109,1046552,
seq_650_51,105585,956989,5261,213641,5172,1110801,
seq_650_52,106485,683792,5269,176339,5408,1001249,
seq_650_53,106222,621153,5288,213023,7284,903176,
seq_650_54,105523,570694,5283,141924,5238,928504,
seq_650_55,106619,733399,5279,159904,5481,1182029,
seq_650_56,107091,716654,5255,193172,5058,1154370,
seq_650_57,107529,662974,5279,160872,5260,1063099,
seq_650_58,105652,977335,5271,262443,5216,1549403,
seq_650_59,107751,710173,5237,174215,5252,1078349,
seq_650_60,107371,710903,5262,175413,5189,1352818,
seq_650_61,102939,635569,5301,188019,5074,1333308,
seq_650_62,106817,681017,5298,193983,5305,1109363,
seq_650_63,104549,712333,5260,216678,5791,1138866,
seq_650_64,106668,746180,5295,189038,5717,1156079,
seq_650_65,108650,684023,5264,191033,5271,1019986,
seq_650_66,108589,736893,5277,213550,5313,1177623,
seq_650_67,105097,738971,5268,228614,5314,1127593,
seq_650_68,104959,692865,5256,191494,5999,1169118,
seq_650_69,111498,784839,5269,171723,5296,1254742,
seq_650_70,108603,689370,5280,210297,5246,1048819,
seq_650_71,107400,660271,5264,160948,5385,1125159,
seq_650_72,104837,654910,5271,205785,5182,1076304,
seq_650_73,107057,690655,5246,219033,5309,1363187,
seq_650_74,109458,732245,5240,209121,5649,1301382,
seq_650_75,104679,650206,5263,160923,5318,1005085,
seq_650_76,108167,701047,5248,222459,5471,1024716,
seq_650_77,107306,709170,5287,192042,5621,1020690,
seq_650_78,107906,674016,5261,159122,5939,1095000,
seq_650_79,110648,611639,5291,151763,5177,978071,
seq_650_80,109213,603765,5275,141425,5096,947085,
seq_650_81,110863,611469,5285,139482,5573,890485,
seq_650_82,109528,605330,5274,149934,5337,925435,
seq_650_83,109122,604182,5275,142241,5474,990467,
seq_650_84,105175,584164,5280,140143,5313,976122,
seq_650_85,103883,661853,5241,147462,5611,958330,
seq_650_86,105024,666867,5248,159057,5187,961297,
seq_650_87,108118,603675,5241,140175,5367,947965,
seq_650_88,109072,607074,5237,151994,5441,899138,
seq_650_89,108823,604327,5292,142250,5478,913819,
seq_650_90,106186,589397,5278,140440,5260,1002562,
seq_650_91,107037,599083,5279,192566,5160,998187,
seq_650_92,104744,586462,5277,185683,5200,1000724,
seq_650_93,108156,567195,5255,182426,5226,1049851,
seq_650_94,103064,578476,5264,191893,5064,1044462,
seq_650_95,103863,582715,5271,183385,5284,985288,
seq_650_96,106793,604939,5253,184411,5069,997097,
seq_650_97,110224,597235,5256,179557,5405,949244,
seq_650_98,104759,571644,5261,168329,5066,926430,
seq_650_99,103403,565417,5251,167463,5431,934637,
seq_700_0,119386,609882,5756,203794,5683,1006699,
seq_700_1,121033,922697,5760,195004,5811,1019870,
seq_700_2,122865,664783,5732,192083,5673,994060,
seq_700_3,121585,778422,5746,183225,5899,1333409,
seq_700_4,121714,1036180,5736,241265,5932,1669426,
seq_700_5,122400,802734,5752,218628,6088,1215372,
seq_700_6,121259,686749,5764,170982,5608,1485104,
seq_700_7,115108,671761,5746,232206,5816,1114365,
seq_700_8,122523,770589,5762,208811,5789,1243309,
seq_700_9,121046,944419,5782,225499,5622,1240873,
seq_700_10,126312,723100,5757,211108,5811,1213987,
seq_700_11,120271,739353,5764,200934,5598,1337207,
seq_700_12,120651,1078737,5738,279312,5970,1745318,
seq_700_13,123384,751816,5756,202653,6011,1102380,
seq_700_14,122944,939141,5757,264932,5637,1413199,
seq_700_15,118254,790778,5729,189549,5581,1352908,
seq_700_16,128895,802246,5746,211865,5725,1355288,
seq_700_17,129815,1141612,5753,284487,5976,1215335,
seq_700_18,127587,793282,5742,229409,5958,1161693,
seq_700_19,125707,1376158,5757,200835,5720,1305977,
seq_700_20,124260,781891,5738,198292,6292,1218088,
seq_700_21,123865,853649,5714,194875,5604,1385355,
seq_700_22,127871,1025304,5721,195055,5596,1596986,
seq_700_23,126559,779444,5772,193517,6063,1180738,
seq_700_24,125343,941710,5764,253249,5660,1603102,
seq_700_25,118738,700722,5746,210307,5614,1196978,
seq_700_26,117248,718989,5763,315893,5898,1735689,
seq_700_27,120307,729319,5762,229364,5632,1086700,
seq_700_28,121909,742467,5738,221241,5872,1265410,
seq_700_29,131918,737220,5749,170029,5815,1247218,
seq_700_30,120243,835235,5767,178764,6110,1110790,
seq_700_31,117272,833572,5770,205864,6000,1211174,
seq_700_32,118917,747392,5743,190685,5748,1174537,
seq_700_33,123660,966323,5740,285869,6130,1286187,
seq_700_34,125649,780420,5734,215266,5658,1130315,
seq_700_35,121282,734161,5753,233657,6250,1206699,
seq_700_36,125292,668755,5757,218641,6074,1139018,
seq_700_37,123084,700546,5780,197961,6650,1141408,
seq_700_38,120013,643946,5757,300510,5856,1039063,
seq_700_39,122931,729782,5736,196788,6021,1034248,
seq_700_40,116504,623153,5744,194846,6628,1075642,
seq_700_41,121982,654684,5741,196518,5823,1071342,
seq_700_42,123915,690647,5737,228063,5600,1022168,
seq_700_43,120447,626010,5736,208092,6090,1147390,
seq_700_44,119038,618270,5778,196758,5526,1100782,
seq_700_45,121542,630654,5751,247777,5583,1032898,
seq_700_46,125827,855600,5753,224072,6174,1195782,
seq_700_47,120662,632250,5757,195872,5611,1043981,
seq_700_48,125273,653222,5760,191846,7276,992329,
seq_700_49,119218,614251,5744,196815,5651,1020181,
seq_700_50,125660,1111022,5738,224729,5752,1129865,
seq_700_51,125384,829082,5742,242790,5637,1529268,
seq_700_52,123433,1016683,5741,296955,5617,1200698,
seq_700_53,123373,1008963,5761,238334,5770,1112530,
seq_700_54,122948,862970,5747,216461,5640,1073192,
seq_700_55,124861,666219,5748,217766,6282,1157059,
seq_700_56,128911,740173,5765,198552,5586,1258406,
seq_700_57,125234,1054403,5762,273442,5716,1639585,
seq_700_58,130281,689236,5724,198329,6297,1194334,
seq_700_59,121553,1101370,5725,218749,5587,1822287,
seq_700_60,122819,795814,5735,210714,5751,1202391,
seq_700_61,122132,889810,5768,220672,5920,1487967,
seq_700_62,115242,896250,5755,200288,5992,1340884,
seq_700_63,121709,680841,5744,172085,5537,1222468,
seq_700_64,122578,1100283,5746,245432,5713,1614493,
seq_700_65,127104,776044,5751,195976,5777,1242245,
seq_700_66,122901,838988,5732,328224,5664,1463369,
seq_700_67,123070,775940,5757,185253,5879,1216539,
seq_700_68,124391,778381,5752,192070,5651,1188191,
seq_700_69,117888,1040697,5739,251178,5780,1293369,
seq_700_70,124259,742151,5757,195859,6148,1396482,
seq_700_71,124363,970279,5742,211882,9003,1619340,
seq_700_72,128466,742358,5775,178628,6562,1234598,
seq_700_73,123910,712026,5717,201940,5533,1229471,
seq_700_74,120044,724489,5725,171978,5628,1156669,
seq_700_75,126829,725712,5742,202590,6548,1192807,
seq_700_76,119419,698958,5764,216205,5861,1155119,
seq_700_77,120201,642267,5750,159388,5912,1087525,
seq_700_78,123161,627711,5749,154325,5561,1058930,
seq_700_79,127354,748117,5745,220601,5832,1083672,
seq_700_80,115703,634333,5761,174602,5965,1035251,
seq_700_81,135881,724038,5758,216722,5547,1081025,
seq_700_82,126580,737445,5767,220501,6400,1152585,
seq_700_83,122649,653386,5748,246362,5712,1053027,
seq_700_84,128443,684277,5743,213053,5551,1069810,
seq_700_85,122210,652895,5772,203727,5693,1141107,
seq_700_86,124754,662845,5740,217778,6108,1108095,
seq_700_87,120780,717481,5736,249880,5879,1064752,
seq_700_88,116692,712700,5738,202602,5596,1109613,
seq_700_89,128720,683098,5725,201233,5639,1067189,
seq_700_90,118963,681565,5728,201467,5819,1129464,
seq_700_91,121988,721247,5752,166139,5707,1038557,
seq_700_92,124065,657736,5740,232160,5811,1035770,
seq_700_93,122813,631889,5757,193037,5658,1066310,
seq_700_94,127698,709287,5721,197631,5677,1126565,
seq_700_95,123994,638967,5745,253988,5745,1016803,
seq_700_96,126048,752334,5726,195882,5871,1014524,
seq_700_97,120845,801770,5772,232205,5683,1487274,
seq_700_98,125194,1105665,5728,263250,6129,1699119,
seq_700_99,121099,762129,5746,213603,5622,1249226,
seq_750_0,144962,952608,6212,232668,6259,1296201,
seq_750_1,137221,837111,6237,202270,6275,1301143,
seq_750_2,140127,948779,6214,271951,6034,1605314,
seq_750_3,145181,975023,6249,218706,6213,1426055,
seq_750_4,140429,912155,6235,252010,6221,1551991,
seq_750_5,145966,883208,6229,216781,6198,1229189,
seq_750_6,140443,939511,6257,198807,6003,1286538,
seq_750_7,131733,697923,6213,169060,6101,1134566,
seq_750_8,142120,931327,6241,282766,6265,1292108,
seq_750_9,146091,836634,6241,175325,6041,1384148,
seq_750_10,140764,962257,6261,206433,6293,1190570,
seq_750_11,141276,1077792,6232,390072,6279,1742540,
seq_750_12,142736,831920,6238,248697,6236,1183754,
seq_750_13,140664,730915,6243,236762,6160,1785405,
seq_750_14,134440,1030651,6228,343520,6181,1331812,
seq_750_15,137462,762633,6215,219622,6388,1535954,
seq_750_16,140158,815845,6221,209713,6728,1221687,
seq_750_17,140239,852266,6193,240936,6013,1281621,
seq_750_18,138319,857584,6238,231843,5951,1112233,
seq_750_19,143413,741497,6236,213300,6191,1177102,
seq_750_20,141094,729193,6247,218690,6567,1246188,
seq_750_21,136311,841271,6246,215294,6423,1243096,
seq_750_22,136230,705629,6259,225692,6107,1196233,
seq_750_23,145018,839824,6232,237443,6107,1232995,
seq_750_24,137496,740692,6209,208295,6321,1183598,
seq_750_25,142215,751280,6196,234600,6173,1136627,
seq_750_26,140848,745560,6237,228375,6082,1239275,
seq_750_27,143596,791600,6228,211224,6746,1125202,
seq_750_28,133395,693656,6238,271929,6281,1243000,
seq_750_29,137686,730786,6220,229830,6039,1185234,
seq_750_30,138235,773912,6197,217897,6177,1176649,
seq_750_31,142218,732394,6238,222977,6867,1156208,
seq_750_32,136995,690059,6233,206586,6740,1191848,
seq_750_33,147459,739819,6234,215320,6308,1084382,
seq_750_34,137216,709113,6219,206717,6415,1112189,
seq_750_35,144025,724511,6225,211320,6160,1151234,
seq_750_36,140337,707434,6224,205940,6060,1162148,
seq_750_37,140380,979486,6219,205494,6035,1436386,
seq_750_38,140498,873380,6235,240760,6443,1365255,
seq_750_39,140655,862823,6241,211929,6336,1527629,
seq_750_40,136727,764649,6223,226530,6567,1287341,
seq_750_41,139301,778319,6216,263175,6081,1189570,
seq_750_42,144534,1066781,6237,261432,5980,1370098,
seq_750_43,142823,946748,6233,227172,6220,1186323,
seq_750_44,144194,1037736,6198,196819,6063,1377051,
seq_750_45,138568,823976,6261,241278,6147,1261224,
seq_750_46,139883,783687,6222,219622,6536,1553084,
seq_750_47,142921,963677,6229,260723,6214,1396748,
seq_750_48,140701,809495,6235,204469,7309,1271248,
seq_750_49,146678,1044143,6222,221006,5956,1311756,
seq_750_50,142648,886100,6235,226288,6168,1389253,
seq_750_51,136352,1062649,6251,326693,6332,1794501,
seq_750_52,143042,1481419,6216,336385,6398,2009997,
seq_750_53,140153,889581,6238,234479,6309,1469096,
seq_750_54,139351,842532,6243,191829,5979,1280290,
seq_750_55,143020,955813,6230,220125,6656,2014690,
seq_750_56,141685,1011845,6224,262097,6144,1296929,
seq_750_57,143056,1315123,6231,202234,6372,1245023,
seq_750_58,142277,798248,6229,226251,6310,1376076,
seq_750_59,137908,848061,6266,210757,6006,1566228,
seq_750_60,139854,725685,6239,211923,6266,1247043,
seq_750_61,136110,705701,6233,306946,6166,1130447,
seq_750_62,141894,735516,6250,210131,6699,1263812,
seq_750_63,137746,738670,6252,219802,6631,1247019,
seq_750_64,137874,789628,6241,213236,6231,1183983,
seq_750_65,143024,785377,6237,212692,6028,1151060,
seq_750_66,145605,766727,6236,252771,6208,1281913,
seq_750_67,137318,761920,6253,209749,6348,1207667,
seq_750_68,141449,775762,6241,217497,6000,1164879,
seq_750_69,136890,726006,6224,229404,6023,1212434,
seq_750_70,143419,836942,6207,210130,6261,1194954,
seq_750_71,141874,749845,6246,226713,6055,1191655,
seq_750_72,144549,846825,6205,231548,6252,1269367,
seq_750_73,144588,779131,6249,211138,6113,1173028,
seq_750_74,139369,703540,6189,207582,6353,1153365,
seq_750_75,141498,1327798,6249,247418,6440,1790174,
seq_750_76,139885,1525475,6228,308598,6696,2236545,
seq_750_77,136329,1150410,6213,212910,5991,2348874,
seq_750_78,138269,1361334,6235,308040,6063,2488226,
seq_750_79,147234,1132623,6248,200753,6110,1353867,
seq_750_80,142711,979867,6235,222557,6090,1322241,
seq_750_81,142131,788852,6223,211398,6246,1283398,
seq_750_82,141541,1189558,6234,229018,6275,1326635,
seq_750_83,139921,815257,6217,201088,6056,1221287,
seq_750_84,144605,961158,6212,216119,5937,1257273,
seq_750_85,139643,813907,6214,226959,6061,1717415,
seq_750_86,145646,1020314,6213,214849,6004,1301192,
seq_750_87,140346,872593,6230,211965,6318,1276727,
seq_750_88,140468,1320927,6257,265271,5993,1557793,
seq_750_89,136867,839156,6225,189640,6311,1188385,
seq_750_90,150403,806741,6222,242558,6377,1750674,
seq_750_91,145154,897737,6222,218629,6634,1154846,
seq_750_92,142883,1027109,6238,251120,5987,1298722,
seq_750_93,143092,909669,6229,203293,6053,1160162,
seq_750_94,140634,759955,6243,209677,6047,1157186,
seq_750_95,141505,1074392,6245,190451,5851,1322166,
seq_750_96,141614,774108,6233,218357,6159,1169453,
seq_750_97,142799,773853,6233,209384,6764,1422913,
seq_750_98,143493,852148,6228,223330,6186,1149667,
seq_750_99,135042,776194,6256,208064,6442,1141662,
seq_800_0,161770,827585,6700,219935,6779,3114809,
seq_800_1,160309,908751,6748,199357,6739,1571485,
seq_800_2,160018,902013,6696,190935,6595,1357575,
seq_800_3,162606,1371498,6695,292011,6584,1273930,
seq_800_4,162117,886400,6697,223309,6934,1796522,
seq_800_5,160719,809482,6712,296385,6629,1406301,
seq_800_6,163592,881699,6707,221501,6726,1306674,
seq_800_7,159806,911734,6729,222736,6526,1511927,
seq_800_8,157134,887445,6730,259468,6712,1679219,
seq_800_9,165429,910712,6730,243674,6467,1284199,
seq_800_10,156897,822586,6715,227470,7266,1316129,
seq_800_11,156077,844560,6712,263100,6680,1441427,
seq_800_12,158889,835395,6720,225856,6696,1705731,
seq_800_13,161898,815768,6714,220077,6615,1351314,
seq_800_14,166329,884411,6731,234778,6507,1285645,
seq_800_15,165338,864213,6710,227768,6553,1332974,
seq_800_16,160181,884453,6719,216185,7556,1253708,
seq_800_17,165554,1493134,6724,242884,7249,2500420,
seq_800_18,161592,863150,6715,223143,6508,1365725,
seq_800_19,158812,914265,6734,228629,6597,1757235,
seq_800_20,164201,840052,6719,219942,7405,1356663,
seq_800_21,151985,854234,6740,217121,6597,1288063,
seq_800_22,162410,1270430,6722,242168,6502,1351663,
seq_800_23,161266,859980,6717,221193,7201,1363112,
seq_800_24,166470,1299372,6701,289867,6663,1347644,
seq_800_25,157022,841343,6695,220420,6544,1614163,
seq_800_26,160560,1298547,6714,322943,6572,1583126,
seq_800_27,156490,800501,6745,225727,6765,1554789,
seq_800_28,155459,902626,6716,215994,6641,1911092,
seq_800_29,158402,869875,6735,237561,6531,1394608,
seq_800_30,161429,884451,6696,187224,6972,1497646,
seq_800_31,161564,855290,6709,253165,6727,1252418,
seq_800_32,160902,920903,6722,191349,6809,1394857,
seq_800_33,164396,944692,6693,204454,6635,1248934,
seq_800_34,157516,836429,6724,237274,6646,1301730,
seq_800_35,164933,1166966,6721,257472,7810,1547656,
seq_800_36,161433,901173,6735,213547,6765,1345652,
seq_800_37,163064,1233759,6718,214704,6431,1298445,
seq_800_38,162782,1062356,6687,194409,6878,1295312,
seq_800_39,163825,852472,6720,179926,6874,1303551,
seq_800_40,163584,837768,6716,176516,6486,1255178,
seq_800_41,161567,835009,6728,210503,6655,1324105,
seq_800_42,163208,843894,6686,252082,6725,1296208,
seq_800_43,162916,843854,6748,240885,6892,1246788,
seq_800_44,159603,825190,6722,249280,6487,1335323,
seq_800_45,161920,914101,6713,230760,6517,1304368,
seq_800_46,156311,810108,6709,211331,6750,1219588,
seq_800_47,167368,863564,6712,209955,6679,1474534,
seq_800_48,161034,826896,6727,219409,6722,1230293,
seq_800_49,163111,846126,6728,211437,6668,1324620,
seq_800_50,162886,912277,6714,221505,6520,1247423,
seq_800_51,158886,898230,6726,223708,6581,1943558,
seq_800_52,157126,1251542,6712,246156,6558,1306098,
seq_800_53,158943,950046,6732,222905,6571,1571595,
seq_800_54,159731,887921,6731,228555,6996,1697749,
seq_800_55,155733,924961,6731,307109,6759,1333152,
seq_800_56,157419,846351,6701,223338,6535,1350540,
seq_800_57,163815,986266,6697,230909,6605,1516746,
seq_800_58,164361,1028849,6720,277662,6758,1650945,
seq_800_59,157227,928569,6729,250848,6989,1376961,
seq_800_60,160251,1199237,6701,329392,6911,1457771,
seq_800_61,161792,1029641,6745,235737,7318,1454422,
seq_800_62,158171,883922,6690,234240,6953,1539752,
seq_800_63,157773,1366916,6695,219851,6502,1317700,
seq_800_64,162129,959226,6728,274392,6580,1481112,
seq_800_65,157194,1011260,6721,216504,6615,1603035,
seq_800_66,156137,1086331,6714,404449,6569,1446241,
seq_800_67,156246,1150208,6745,226646,7022,1520349,
seq_800_68,162893,928644,6732,232700,7148,1324606,
seq_800_69,158770,1007354,6697,315073,6546,1872124,
seq_800_70,155757,911087,6716,240543,6521,1372624,
seq_800_71,157619,886691,6747,235122,6510,1559663,
seq_800_72,162011,826883,6710,270215,7819,1284267,
seq_800_73,158899,1016723,6738,215196,10802,1373797,
seq_800_74,160706,816042,6676,216803,6802,1278768,
seq_800_75,157307,1086453,6735,273976,6410,1290661,
seq_800_76,161948,1069610,6715,336189,6477,1572553,
seq_800_77,157089,893439,6707,219799,6590,1338515,
seq_800_78,160665,831273,6706,250675,6750,1370131,
seq_800_79,167257,1006749,6736,231133,6540,1419952,
seq_800_80,163163,936762,6693,226190,9574,1345742,
seq_800_81,162913,895010,6691,220441,7119,1318799,
seq_800_82,165644,846103,6705,218512,6620,1309152,
seq_800_83,163085,959330,6747,229880,6707,1303886,
seq_800_84,160586,906258,6707,216702,6410,1251374,
seq_800_85,152716,777545,6695,225195,6720,1314031,
seq_800_86,167014,856848,6728,215022,6822,1290000,
seq_800_87,155720,789049,6710,230717,6713,1311911,
seq_800_88,167257,930684,6721,219843,6519,1230857,
seq_800_89,164847,831931,6700,214043,6493,1289553,
seq_800_90,165613,877534,6756,224147,6506,1285818,
seq_800_91,160469,833347,6718,215473,6667,1278595,
seq_800_92,154979,785154,6717,222491,6643,1329711,
seq_800_93,162482,820042,6725,224350,6503,1264388,
seq_800_94,151866,769839,6722,213177,6710,1289076,
seq_800_95,159201,888866,6723,237812,6818,1286417,
seq_800_96,160118,864937,6717,217923,6796,1210193,
seq_800_97,164002,828045,6721,220904,6852,1260150,
seq_800_98,162700,821614,6704,217238,6459,1304561,
seq_800_99,157038,857448,6743,225397,6419,1545072,
seq_850_0,180354,1068327,7256,281603,7083,1577122,
seq_850_1,176695,1155596,7220,223605,6992,1599234,
seq_850_2,168736,1033814,7181,241270,8132,1675550,
seq_850_3,180232,1155597,7201,240332,7062,1592894,
seq_850_4,181575,1096895,7204,257775,7052,1587031,
seq_850_5,174109,942410,7212,204640,7080,1489546,
seq_850_6,188724,1137945,7211,221376,7011,1385541,
seq_850_7,179567,1231002,7224,199882,6927,1423477,
seq_850_8,180653,1030593,7207,229724,7140,1538022,
seq_850_9,185404,962056,7236,235775,6998,1425591,
seq_850_10,178458,1070624,7244,245928,7066,1861782,
seq_850_11,174892,952879,7222,193023,7011,1397593,
